"review_id","product_category","timestamp","country","rating","sentiment","language_update"
"REV-2AED4BF6","Beauty","2023-12-21 01:39:18.000","US","3","Neutral","en"
"REV-4B2CC8A5","Food & Grocery","2023-12-21 01:07:45.000","US","3","Neutral","en"
"REV-58AFFDCE","Fashion","2023-12-20 23:06:12.000","GB","1","Negative","en"
"REV-8461D095","Toys","2023-12-20 22:44:56.000","GB","1","Negative","en"
"REV-7AE8735D","Toys","2023-12-20 19:58:22.000","GB","4","Positive","en"
"REV-88CC0C8C","Fashion","2023-12-20 19:26:34.000","US","1","Negative","en"
"REV-D695E685","Home & Living","2023-12-20 19:26:00.000","GB","1","Negative","en"
"REV-897E1E4C","Food & Grocery","2023-12-20 17:37:40.000","PK","5","Positive","en"
"REV-4983870C","Electronics","2023-12-20 17:32:18.000","DE","1","Negative","en"
"REV-B2F65332","Sports","2023-12-20 16:17:12.000","US","1","Negative","en"
"REV-24804602","Sports","2023-12-20 15:51:02.000","GB","4","Positive","en"
"REV-5EB0C7F0","Home & Living","2023-12-20 14:51:01.000","IN","1","Negative","en"
"REV-F18A47F6","Fashion","2023-12-20 10:13:20.000","US","1","Negative","en"
"REV-27EA9A54","Food & Grocery","2023-12-20 05:26:27.000","US","3","Neutral","en"
"REV-DA94E140","Toys","2023-12-20 13:37:23.000","GB","1","Negative","en"
"REV-D4F59E2E","Electronics","2023-12-20 02:23:53.000","NZ","1","Negative","en"
"REV-386E7D98","Toys","2023-12-20 01:34:31.000","US","5","Positive","en"
"REV-5F70D4EC","Home & Living","2023-12-20 01:07:49.000","GB","1","Negative","en"
"REV-F393FF1C","Beauty","2023-12-19 23:22:59.000","US","1","Negative","en"
"REV-35AA61BD","Fashion","2023-12-19 23:11:35.000","US","1","Negative","en"
"REV-25AE4D83","Sports","2023-12-19 21:57:34.000","GB","5","Positive","en"
"REV-A50805F7","Fashion","2023-12-19 21:43:02.000","US","1","Negative","en"
"REV-9F38B376","Electronics","2023-12-19 21:04:36.000","US","1","Negative","en"
"REV-69313DA2","Home & Living","2023-12-19 20:43:13.000","GB","1","Negative","en"
"REV-C3BF7B5B","Fashion","2023-12-19 19:05:41.000","GB","1","Negative","en"
"REV-2D56520B","Toys","2023-12-19 18:12:37.000","NL","1","Negative","en"
"REV-06D29B77","Home & Living","2023-12-19 18:12:34.000","NL","2","Negative","nl"
"REV-89FA7531","Toys","2023-12-19 16:48:53.000","GB","1","Negative","en"
"REV-700222E6","Food & Grocery","2023-12-19 15:53:20.000","GB","1","Negative","en"
"REV-E5F91C25","Food & Grocery","2023-12-19 13:53:59.000","GB","2","Negative","en"
"REV-D017F1A6","Beauty","2023-12-19 13:48:56.000","GB","1","Negative","en"
"REV-C3A161D0","Fashion","2023-12-19 13:31:55.000","GB","1","Negative","en"
"REV-7A8AEC99","Food & Grocery","2023-12-19 13:10:30.000","GB","1","Negative","en"
"REV-D3DD8C70","Fashion","2023-12-19 10:47:42.000","SL","5","Positive","en"
"REV-59A0746C","Toys","2023-12-19 08:05:05.000","GB","5","Positive","en"
"REV-694A006F","Home & Living","2023-12-19 01:14:35.000","US","1","Negative","en"
"REV-F3DAF797","Food & Grocery","2023-12-19 01:06:49.000","IE","1","Negative","en"
"REV-F67DA6B3","Home & Living","2023-12-18 22:58:00.000","GB","1","Negative","en"
"REV-8B956DA2","Electronics","2023-12-18 18:41:37.000","US","1","Negative","en"
"REV-BA7B627C","Food & Grocery","2023-12-18 17:03:52.000","GB","1","Negative","en"
"REV-52E49171","Fashion","2023-12-18 12:45:09.000","GB","1","Negative","en"
"REV-C15F36DB","Electronics","2023-12-18 09:42:30.000","DE","1","Negative","en"
"REV-A57DFB0F","Food & Grocery","2023-12-18 03:15:40.000","GB","1","Negative","en"
"REV-B3252996","Sports","2023-12-17 23:20:54.000","US","1","Negative","en"
"REV-C9D2E590","Food & Grocery","2023-12-17 21:53:04.000","IE","1","Negative","en"
"REV-48DF78C5","Toys","2023-12-17 21:17:40.000","US","1","Negative","en"
"REV-9CDCFE4A","Beauty","2023-12-17 19:18:27.000","GB","1","Negative","en"
"REV-A18774C2","Toys","2023-12-17 17:34:40.000","DK","1","Negative","en"
"REV-1B530DB9","Home & Living","2023-12-17 16:53:33.000","GB","1","Negative","en"
"REV-F7371E2E","Fashion","2023-12-17 12:23:57.000","GB","1","Negative","en"
"REV-68D83716","Electronics","2023-12-17 11:42:01.000","GB","1","Negative","en"
"REV-C02729F3","Fashion","2023-12-17 02:33:11.000","GB","5","Positive","en"
"REV-81C4EB7B","Food & Grocery","2023-12-17 02:32:39.000","GB","1","Negative","en"
"REV-F81F900A","Fashion","2023-12-16 22:52:16.000","GB","1","Negative","en"
"REV-BE3B1964","Electronics","2023-12-16 22:35:56.000","GB","1","Negative","en"
"REV-2BB3CD80","Beauty","2023-12-16 20:44:31.000","GB","1","Negative","en"
"REV-86BB41D7","Beauty","2023-12-16 17:58:51.000","GB","5","Positive","en"
"REV-32C75559","Food & Grocery","2023-12-16 18:27:39.000","GB","1","Negative","en"
"REV-956E4432","Food & Grocery","2023-12-16 09:05:08.000","TR","1","Negative","en"
"REV-A85BBA3B","Home & Living","2023-12-16 02:20:52.000","CA","1","Negative","en"
"REV-8B319629","Food & Grocery","2023-12-16 00:46:02.000","CY","1","Negative","en"
"REV-80158F3F","Toys","2023-12-15 23:50:25.000","GB","1","Negative","en"
"REV-7038757E","Toys","2023-12-15 18:08:08.000","UA","1","Negative","en"
"REV-32A6EF86","Toys","2024-03-04 22:00:49.000","US","1","Negative","en"
"REV-365B0D04","Beauty","2023-12-15 15:05:44.000","NL","1","Negative","en"
"REV-1E9ED8E8","Sports","2023-12-15 11:55:10.000","US","1","Negative","en"
"REV-B4964B76","Fashion","2023-12-15 11:26:32.000","GB","1","Negative","en"
"REV-FF58E8C2","Electronics","2023-12-15 11:21:57.000","GB","5","Positive","en"
"REV-DC3F46F8","Home & Living","2023-12-15 08:28:17.000","US","1","Negative","en"
"REV-CD37D7D5","Food & Grocery","2023-12-14 23:38:09.000","CA","1","Negative","en"
"REV-42414C94","Home & Living","2023-12-14 22:53:20.000","CY","1","Negative","en"
"REV-F945CCA8","Beauty","2023-12-14 22:02:00.000","GB","1","Negative","en"
"REV-65B75268","Food & Grocery","2023-12-14 17:38:16.000","US","1","Negative","en"
"REV-49E43431","Food & Grocery","2023-12-14 15:26:25.000","GB","1","Negative","en"
"REV-513370FE","Beauty","2023-12-14 15:10:16.000","US","4","Positive","en"
"REV-60D6C8DD","Fashion","2023-12-14 14:21:56.000","GB","4","Positive","en"
"REV-C7169224","Food & Grocery","2023-12-14 13:25:05.000","GB","1","Negative","en"
"REV-014FB438","Fashion","2023-12-14 13:14:54.000","GB","1","Negative","en"
"REV-3A71BF0A","Beauty","2023-12-14 12:30:15.000","DK","1","Negative","en"
"REV-FBFBC668","Home & Living","2023-12-14 00:46:17.000","GB","1","Negative","en"
"REV-A0BE6F34","Food & Grocery","2023-12-14 00:15:39.000","US","1","Negative","en"
"REV-7D163F3E","Sports","2023-12-13 23:45:47.000","GB","1","Negative","en"
"REV-A4F04F54","Electronics","2023-12-13 23:18:20.000","GB","3","Neutral","en"
"REV-B95C83F7","Fashion","2023-12-13 22:04:50.000","GB","3","Neutral","en"
"REV-B844262A","Food & Grocery","2023-12-14 07:53:23.000","GB","1","Negative","en"
"REV-60E6A100","Fashion","2023-12-13 16:20:18.000","FR","1","Negative","en"
"REV-246250F2","Food & Grocery","2023-12-13 16:15:32.000","SE","1","Negative","en"
"REV-EC8C43A5","Electronics","2023-12-18 20:29:27.000","GB","2","Negative","en"
"REV-BF6705F1","Food & Grocery","2023-12-13 15:20:12.000","GB","1","Negative","en"
"REV-930B9C8E","Food & Grocery","2023-12-13 15:16:45.000","UA","1","Negative","en"
"REV-C79CA081","Home & Living","2023-12-13 14:47:11.000","GB","5","Positive","en"
"REV-26859A8F","Sports","2023-12-13 14:07:18.000","US","5","Positive","en"
"REV-34E99FBF","Food & Grocery","2023-12-13 13:02:46.000","GB","5","Positive","en"
"REV-DA4DB2CB","Fashion","2023-12-27 09:01:14.000","US","1","Negative","en"
"REV-16984EBB","Home & Living","2023-12-13 08:24:52.000","GB","5","Positive","en"
"REV-E918FF1D","Electronics","2023-12-13 07:15:53.000","US","1","Negative","en"
"REV-D1658472","Toys","2023-12-13 03:21:25.000","US","1","Negative","en"
"REV-8781B1E9","Fashion","2023-12-13 01:19:04.000","US","1","Negative","en"
"REV-DFF168F2","Fashion","2023-12-13 03:25:44.000","US","1","Negative","en"
"REV-E3EF1398","Sports","2023-12-12 22:17:18.000","NL","1","Negative","en"
"REV-2B5B8351","Toys","2023-12-12 22:06:50.000","IT","5","Positive","en"
"REV-E04C8A61","Home & Living","2023-12-12 21:29:33.000","GB","4","Positive","en"
"REV-1C4E34F5","Food & Grocery","2023-12-12 21:20:54.000","IT","5","Positive","en"
"REV-D3008492","Fashion","2023-12-12 17:14:39.000","GB","1","Negative","en"
"REV-C8709C82","Electronics","2023-12-12 16:25:30.000","GB","1","Negative","en"
"REV-97544AF2","Sports","2023-12-12 15:55:44.000","US","4","Positive","en"
"REV-1849413A","Electronics","2023-12-12 15:06:54.000","GB","5","Positive","en"
"REV-0FA71673","Sports","2023-12-12 14:26:07.000","GB","5","Positive","en"
"REV-4B9B7693","Sports","2023-12-12 13:29:07.000","GB","2","Negative","en"
"REV-3DDEA9A4","Toys","2023-12-12 12:33:45.000","IE","1","Negative","en"
"REV-F8332E21","Food & Grocery","2023-12-12 06:28:37.000","US","1","Negative","en"
"REV-48D0CE29","Home & Living","2023-12-12 01:00:09.000","US","1","Negative","en"
"REV-42905DD9","Fashion","2023-12-12 00:53:12.000","GB","3","Neutral","en"
"REV-DD513555","Sports","2023-12-12 00:35:53.000","GB","1","Negative","en"
"REV-F9DC4C1B","Electronics","2023-12-11 20:43:08.000","US","1","Negative","en"
"REV-AA50A999","Electronics","2023-12-11 19:40:13.000","US","1","Negative","en"
"REV-EF2378D9","Food & Grocery","2023-12-11 19:20:37.000","GB","1","Negative","en"
"REV-60C51C58","Food & Grocery","2023-12-11 18:02:06.000","US","1","Negative","en"
"REV-442BDD42","Beauty","2023-12-11 10:24:25.000","GB","1","Negative","en"
"REV-65E661B5","Sports","2023-12-11 04:36:43.000","GB","1","Negative","en"
"REV-155CC481","Toys","2023-12-11 01:13:22.000","GB","1","Negative","en"
"REV-509FFF9E","Food & Grocery","2023-12-11 00:43:54.000","BE","1","Negative","en"
"REV-FF901D26","Home & Living","2023-12-10 20:57:16.000","GB","2","Negative","en"
"REV-08DF8729","Beauty","2023-12-10 19:49:45.000","FR","1","Negative","en"
"REV-2FC86431","Food & Grocery","2023-12-10 18:02:51.000","GB","1","Negative","en"
"REV-BC2BFA6F","Sports","2023-12-10 16:44:24.000","GB","2","Negative","en"
"REV-9EF8EE5F","Sports","2023-12-10 12:34:10.000","GB","1","Negative","en"
"REV-58C186D8","Food & Grocery","2023-12-10 10:45:52.000","GB","1","Negative","en"
"REV-419C780C","Electronics","2023-12-10 07:04:42.000","US","1","Negative","en"
"REV-B749B41D","Electronics","2023-12-10 01:25:54.000","US","1","Negative","en"
"REV-733CBA63","Home & Living","2023-12-09 23:08:18.000","US","1","Negative","en"
"REV-4CF492C0","Beauty","2023-12-09 21:47:23.000","US","1","Negative","en"
"REV-D767FD6A","Electronics","2023-12-09 20:58:12.000","US","1","Negative","en"
"REV-2B265327","Sports","2023-12-09 20:25:14.000","GB","1","Negative","en"
"REV-CDA1DE81","Beauty","2023-12-09 20:20:11.000","GB","1","Negative","en"
"REV-BAAD8026","Toys","2023-12-09 17:47:57.000","HK","3","Neutral","en"
"REV-44FB79A1","Food & Grocery","2023-12-09 17:40:47.000","BE","1","Negative","en"
"REV-81BAA1F0","Sports","2023-12-09 17:17:43.000","GB","1","Negative","en"
"REV-89C09D87","Toys","2023-12-09 16:00:32.000","PT","1","Negative","en"
"REV-44A17C62","Beauty","2023-12-09 12:18:23.000","GB","5","Positive","en"
"REV-A323249A","Toys","2023-12-09 12:02:29.000","GB","1","Negative","en"
"REV-8059D240","Home & Living","2024-04-12 19:38:03.000","US","1","Negative","en"
"REV-022DE96E","Fashion","2023-12-09 06:20:39.000","US","1","Negative","en"
"REV-4AD263FD","Home & Living","2023-12-09 05:08:10.000","AU","1","Negative","en"
"REV-530EF112","Beauty","2023-12-09 04:37:20.000","US","5","Positive","en"
"REV-7D15CBA0","Home & Living","2023-12-08 22:10:33.000","GB","1","Negative","en"
"REV-DB901ADB","Sports","2023-12-08 21:05:59.000","IN","5","Positive","en"
"REV-58D283C2","Beauty","2023-12-08 19:18:10.000","GG","5","Positive","en"
"REV-CDB21DC1","Home & Living","2023-12-08 19:17:16.000","US","1","Negative","en"
"REV-E9761A3D","Food & Grocery","2023-12-08 19:01:21.000","GB","1","Negative","en"
"REV-AAE2F36A","Electronics","2023-12-08 16:31:41.000","GB","1","Negative","en"
"REV-EC45D2EB","Food & Grocery","2023-12-08 16:14:34.000","GB","1","Negative","en"
"REV-9EA99FFA","Home & Living","2023-12-09 11:24:17.000","CA","1","Negative","en"
"REV-CE7C97AE","Electronics","2023-12-08 12:48:12.000","US","1","Negative","en"
"REV-9A0F3E9A","Electronics","2023-12-08 12:01:59.000","US","1","Negative","en"
"REV-90508906","Sports","2023-12-08 07:38:07.000","US","5","Positive","en"
"REV-1926A79C","Sports","2023-12-08 05:31:15.000","NZ","1","Negative","en"
"REV-F69F90DD","Toys","2023-12-08 04:42:04.000","US","1","Negative","en"
"REV-CC7E1913","Sports","2023-12-08 03:32:59.000","JM","1","Negative","en"
"REV-77C68142","Beauty","2023-12-08 03:14:13.000","PA","1","Negative","en"
"REV-7118B20A","Food & Grocery","2023-12-08 03:04:28.000","GB","5","Positive","en"
"REV-6488A3A6","Beauty","2023-12-08 02:52:23.000","GB","1","Negative","en"
"REV-8B030C9F","Food & Grocery","2023-12-08 01:36:39.000","GB","1","Negative","en"
"REV-FE3EF59B","Fashion","2023-12-08 01:27:49.000","CA","1","Negative","en"
"REV-E515C6D6","Sports","2023-12-08 00:13:18.000","GB","3","Neutral","en"
"REV-4FE86CCA","Home & Living","2023-12-07 23:50:43.000","GB","1","Negative","en"
"REV-8F3518A8","Food & Grocery","2023-12-07 23:42:44.000","US","1","Negative","en"
"REV-0D21BA90","Home & Living","2023-12-07 22:48:41.000","GB","1","Negative","en"
"REV-2DD266E8","Fashion","2023-12-07 21:01:01.000","US","1","Negative","en"
"REV-48A608A9","Beauty","2023-12-07 20:49:37.000","GB","1","Negative","en"
"REV-C7895FE9","Home & Living","2023-12-07 20:48:01.000","GB","1","Negative","en"
"REV-F95DFBBB","Food & Grocery","2023-12-07 20:44:35.000","US","5","Positive","en"
"REV-E6340A48","Fashion","2023-12-07 20:35:48.000","GB","1","Negative","en"
"REV-6426F782","Food & Grocery","2023-12-07 19:37:05.000","PL","5","Positive","en"
"REV-D50F2DA2","Fashion","2023-12-07 17:20:49.000","GB","2","Negative","en"
"REV-06A13BD6","Sports","2023-12-07 17:17:36.000","GB","5","Positive","en"
"REV-E46E2C6D","Electronics","2023-12-07 15:46:11.000","GB","1","Negative","en"
"REV-F9AA033F","Electronics","2023-12-07 13:36:35.000","GB","1","Negative","en"
"REV-FF207235","Sports","2023-12-07 11:52:42.000","GB","1","Negative","en"
"REV-C6DFD366","Sports","2023-12-07 11:42:45.000","GB","1","Negative","en"
"REV-0DA2CBA1","Sports","2023-12-07 10:42:12.000","FR","2","Negative","en"
"REV-68F910E9","Electronics","2023-12-07 10:33:00.000","DK","1","Negative","en"
"REV-46218FFA","Sports","2023-12-07 00:14:38.000","IE","1","Negative","en"
"REV-EFA2DBC7","Fashion","2023-12-06 18:52:20.000","US","5","Positive","en"
"REV-908F1509","Food & Grocery","2023-12-06 18:38:04.000","IE","1","Negative","en"
"REV-944B627D","Home & Living","2023-12-06 18:01:10.000","GB","5","Positive","en"
"REV-AD920B6D","Beauty","2023-12-06 16:51:37.000","GB","1","Negative","en"
"REV-FCDDA4E4","Beauty","2023-12-06 15:42:06.000","GB","1","Negative","en"
"REV-CCB746EF","Fashion","2023-12-06 13:15:54.000","GB","1","Negative","en"
"REV-D9CB15EE","Food & Grocery","2023-12-06 13:23:55.000","US","1","Negative","en"
"REV-3480CCBE","Fashion","2023-12-06 11:37:43.000","GB","5","Positive","en"
"REV-6561EADC","Beauty","2023-12-06 11:26:24.000","NL","1","Negative","en"
"REV-826D780B","Fashion","2023-12-06 09:48:53.000","GB","1","Negative","en"
"REV-D9F79BFA","Electronics","2023-12-06 09:06:51.000","IE","1","Negative","en"
"REV-0D4DDA1F","Fashion","2023-12-06 08:10:53.000","GB","1","Negative","en"
"REV-9CAAC741","Sports","2023-12-06 05:55:00.000","CA","1","Negative","en"
"REV-D969E8EF","Beauty","2023-12-06 03:24:52.000","GB","1","Negative","en"
"REV-D3D6DA10","Sports","2023-12-06 03:14:16.000","US","1","Negative","en"
"REV-33B19405","Sports","2023-12-06 02:41:06.000","IT","4","Positive","en"
"REV-D49B9FBB","Home & Living","2023-12-06 00:33:47.000","GB","1","Negative","en"
"REV-140F7C04","Fashion","2023-12-06 00:28:01.000","GB","1","Negative","en"
"REV-6CE2EB37","Home & Living","2023-12-05 22:48:02.000","NZ","1","Negative","en"
"REV-402E35E1","Fashion","2023-12-05 20:22:21.000","GB","5","Positive","en"
"REV-0C040255","Food & Grocery","2023-12-05 20:04:14.000","GB","1","Negative","en"
"REV-0F966B40","Electronics","2023-12-05 16:25:44.000","ZA","1","Negative","en"
"REV-4FA2D790","Sports","2023-12-05 13:19:11.000","GB","1","Negative","en"
"REV-71377328","Fashion","2023-12-05 12:19:51.000","GB","1","Negative","en"
"REV-3F4FEC52","Fashion","2023-12-05 11:11:12.000","NL","1","Negative","en"
"REV-6D3D84E5","Toys","2023-12-05 07:47:45.000","US","1","Negative","en"
"REV-83673C90","Food & Grocery","2023-12-05 03:43:07.000","US","1","Negative","en"
"REV-CAC6772C","Sports","2023-12-05 01:59:11.000","CA","1","Negative","en"
"REV-3423F0E9","Food & Grocery","2023-12-05 00:06:38.000","US","5","Positive","en"
"REV-96196D44","Home & Living","2023-12-04 22:58:27.000","DE","1","Negative","en"
"REV-4FBD8D4A","Home & Living","2023-12-04 22:06:25.000","GB","1","Negative","en"
"REV-01109381","Electronics","2023-12-04 18:36:01.000","US","1","Negative","en"
"REV-DBB8726E","Fashion","2023-12-04 15:09:19.000","US","1","Negative","en"
"REV-30E75999","Electronics","2023-12-04 14:55:35.000","CA","1","Negative","en"
"REV-40B9998E","Electronics","2023-12-04 14:28:54.000","GB","1","Negative","en"
"REV-F553FF4F","Beauty","2023-12-04 13:29:53.000","DE","1","Negative","en"
"REV-8C8E18FA","Fashion","2023-12-04 13:22:52.000","GB","1","Negative","en"
"REV-03212BD3","Toys","2023-12-04 12:12:42.000","IT","1","Negative","en"
"REV-0217279B","Fashion","2023-12-04 11:18:10.000","GB","1","Negative","en"
"REV-C527B297","Sports","2023-12-04 06:03:45.000","CA","1","Negative","en"
"REV-B8A36DF8","Toys","2023-12-04 04:05:50.000","GB","1","Negative","en"
"REV-BE42C191","Fashion","2023-12-04 01:19:09.000","CA","1","Negative","en"
"REV-C96E45C1","Home & Living","2023-12-03 23:08:10.000","GB","1","Negative","en"
"REV-18F2D357","Sports","2023-12-03 20:59:53.000","GB","1","Negative","en"
"REV-13C0011F","Fashion","2023-12-03 20:46:37.000","CA","1","Negative","en"
"REV-E0E5E139","Sports","2023-12-03 19:45:15.000","GB","1","Negative","en"
"REV-DBA58A4B","Home & Living","2023-12-03 19:25:50.000","GB","1","Negative","en"
"REV-CA53F676","Beauty","2023-12-03 17:53:08.000","PA","1","Negative","en"
"REV-3BBD1BB0","Beauty","2023-12-03 17:40:56.000","US","1","Negative","en"
"REV-26F00DFE","Electronics","2023-12-03 16:06:54.000","GB","1","Negative","en"
"REV-27A1AC49","Food & Grocery","2023-12-03 15:00:55.000","GB","1","Negative","en"
"REV-EA3A6527","Fashion","2023-12-04 08:24:54.000","GB","1","Negative","en"
"REV-D24602B0","Food & Grocery","2023-12-03 10:55:09.000","EG","1","Negative","en"
"REV-E60E7415","Sports","2023-12-03 10:36:15.000","GB","1","Negative","en"
"REV-CC95391F","Fashion","2023-12-03 05:26:10.000","US","1","Negative","en"
"REV-68A83C33","Beauty","2023-12-03 04:14:19.000","US","2","Negative","en"
"REV-74B5A1BA","Toys","2023-12-03 00:10:05.000","GB","1","Negative","en"
"REV-3EC1A9D9","Food & Grocery","2023-12-02 22:29:56.000","US","1","Negative","en"
"REV-F643988B","Sports","2023-12-02 22:09:06.000","US","4","Positive","en"
"REV-591B6074","Food & Grocery","2023-12-02 21:25:11.000","UA","5","Positive","en"
"REV-131E043C","Beauty","2023-12-02 23:03:21.000","US","2","Negative","en"
"REV-688502D8","Beauty","2023-12-02 20:14:54.000","GB","1","Negative","en"
"REV-CEE35E4F","Toys","2023-12-02 20:07:16.000","GB","1","Negative","en"
"REV-626AF518","Sports","2023-12-02 16:10:44.000","US","1","Negative","en"
"REV-20E5A377","Food & Grocery","2023-12-02 12:36:08.000","GB","1","Negative","en"
"REV-DB129542","Beauty","2023-12-02 11:49:17.000","CD","1","Negative","en"
"REV-D98B6ADA","Sports","2023-12-02 11:17:39.000","GB","1","Negative","en"
"REV-4A79A89D","Beauty","2023-12-02 03:41:37.000","US","1","Negative","en"
"REV-0297E4BC","Toys","2023-12-02 03:40:56.000","US","1","Negative","en"
"REV-847EFA7E","Toys","2023-12-02 02:36:50.000","CA","1","Negative","en"
"REV-63CC67CF","Home & Living","2023-12-02 00:31:10.000","US","1","Negative","en"
"REV-90D871A1","Fashion","2023-12-01 22:39:23.000","US","4","Positive","en"
"REV-6D33A871","Sports","2023-12-01 22:15:20.000","GB","1","Negative","en"
"REV-1BE33174","Home & Living","2023-12-01 22:04:55.000","US","1","Negative","en"
"REV-93A58489","Toys","2023-12-01 21:10:18.000","US","2","Negative","en"
"REV-66480B67","Sports","2023-12-01 21:07:32.000","US","1","Negative","en"
"REV-5D31A16B","Electronics","2023-12-01 21:00:00.000","GB","1","Negative","en"
"REV-D8A67C4D","Beauty","2023-12-01 16:56:20.000","US","1","Negative","en"
"REV-6094ABAA","Toys","2023-12-01 15:54:10.000","NL","1","Negative","en"
"REV-1C731AB1","Food & Grocery","2023-12-01 14:46:31.000","GB","5","Positive","en"
"REV-887050B2","Beauty","2023-12-01 10:06:01.000","US","1","Negative","en"
"REV-3BAF0813","Home & Living","2023-12-01 07:38:37.000","GB","1","Negative","en"
"REV-D350F67F","Sports","2023-12-01 01:06:18.000","GB","1","Negative","en"
"REV-A6E45874","Home & Living","2023-11-30 22:25:44.000","GB","1","Negative","en"
"REV-E70CF747","Home & Living","2023-11-30 20:23:14.000","GB","1","Negative","en"
"REV-AC5BD8C3","Sports","2023-11-30 19:33:50.000","GB","1","Negative","en"
"REV-BD3A8734","Beauty","2023-11-30 18:40:21.000","GB","2","Negative","en"
"REV-3FCEBA9A","Electronics","2023-11-30 18:07:18.000","GB","2","Negative","en"
"REV-E704718F","Fashion","2023-11-30 17:33:56.000","GB","1","Negative","en"
"REV-C9AE4C8E","Fashion","2023-11-30 15:26:12.000","CA","1","Negative","en"
"REV-3E4B274C","Fashion","2023-11-30 12:49:18.000","DK","1","Negative","en"
"REV-D42EDF1A","Sports","2023-11-30 11:06:59.000","IN","4","Positive","en"
"REV-44EE26BD","Toys","2023-11-30 10:57:42.000","GB","1","Negative","en"
"REV-924F3066","Electronics","2023-11-30 10:46:09.000","GB","1","Negative","en"
"REV-F371100C","Toys","2023-11-30 09:34:03.000","GB","1","Negative","en"
"REV-EB7A3382","Sports","2023-11-30 08:39:00.000","US","1","Negative","en"
"REV-6CCE7D9A","Food & Grocery","2023-11-30 07:27:02.000","GB","1","Negative","en"
"REV-BF0E24F5","Beauty","2023-11-30 06:18:42.000","GB","1","Negative","en"
"REV-B5231AEA","Food & Grocery","2023-11-30 04:10:52.000","CA","1","Negative","en"
"REV-061DDC40","Sports","2023-11-30 01:47:01.000","NL","1","Negative","en"
"REV-04BF2B21","Sports","2023-11-29 23:40:10.000","GB","1","Negative","en"
"REV-0374EA53","Electronics","2023-11-29 22:51:01.000","AE","5","Positive","en"
"REV-83009B65","Toys","2024-02-18 01:53:12.000","US","1","Negative","en"
"REV-CEF07E48","Beauty","2023-11-29 19:54:25.000","GB","1","Negative","en"
"REV-7EFD1C6C","Home & Living","2023-11-29 16:55:40.000","GB","1","Negative","en"
"REV-9EFA98F4","Electronics","2023-11-29 16:53:54.000","GB","2","Negative","en"
"REV-7815CDEF","Beauty","2023-11-29 14:38:09.000","GB","1","Negative","en"
"REV-64921614","Toys","2023-11-29 14:31:38.000","GB","5","Positive","en"
"REV-575D0428","Electronics","2023-11-29 12:51:07.000","GB","1","Negative","en"
"REV-41B47F9E","Home & Living","2023-11-29 11:44:32.000","GB","1","Negative","en"
"REV-4022F525","Electronics","2023-11-29 05:02:24.000","US","1","Negative","en"
"REV-2C943AE2","Home & Living","2023-11-29 00:12:37.000","US","2","Negative","en"
"REV-CE81C02E","Beauty","2023-11-28 23:51:11.000","US","1","Negative","en"
"REV-03EB5127","Sports","2023-11-28 21:27:54.000","US","1","Negative","en"
"REV-83380F0F","Electronics","2023-11-28 21:19:24.000","GB","1","Negative","en"
"REV-D128D19D","Fashion","2023-11-28 20:30:09.000","DK","1","Negative","en"
"REV-94054E8B","Toys","2023-11-28 18:33:17.000","GB","1","Negative","en"
"REV-B4D59B50","Toys","2023-11-28 14:10:04.000","US","1","Negative","en"
"REV-9270EF32","Fashion","2023-11-28 13:46:28.000","GB","1","Negative","en"
"REV-CB749A82","Food & Grocery","2023-11-28 09:14:27.000","GB","1","Negative","en"
"REV-96627DBE","Food & Grocery","2023-11-28 05:17:43.000","US","2","Negative","en"
"REV-24B332BA","Toys","2023-11-28 02:57:48.000","US","1","Negative","en"
"REV-37637238","Fashion","2023-11-28 01:31:47.000","GB","5","Positive","en"
"REV-C06170CA","Fashion","2023-11-28 00:49:27.000","AR","4","Positive","en"
"REV-AD961BDD","Home & Living","2023-11-28 00:27:57.000","US","1","Negative","en"
"REV-191D13AA","Sports","2023-11-27 23:41:45.000","US","1","Negative","en"
"REV-7425615A","Food & Grocery","2023-11-27 22:31:47.000","GB","1","Negative","en"
"REV-3CA73DBD","Food & Grocery","2023-11-27 22:28:35.000","GB","1","Negative","en"
"REV-714A9FFB","Home & Living","2023-11-27 21:47:27.000","GB","1","Negative","en"
"REV-AFD6483F","Beauty","2023-11-27 21:39:25.000","GB","1","Negative","en"
"REV-EFCE4396","Electronics","2023-11-27 20:06:54.000","NO","1","Negative","en"
"REV-53812AB0","Food & Grocery","2023-11-27 19:31:16.000","GB","2","Negative","en"
"REV-5D41B68E","Home & Living","2023-11-27 18:50:19.000","GB","1","Negative","en"
"REV-7ACF3400","Fashion","2023-11-27 18:14:40.000","GB","5","Positive","en"
"REV-2968C0E5","Beauty","2023-11-27 17:11:14.000","GB","1","Negative","en"
"REV-CEDA3926","Electronics","2023-11-27 14:54:37.000","US","3","Neutral","en"
"REV-16DF0EBA","Toys","2023-11-27 14:07:21.000","GB","1","Negative","en"
"REV-9202901F","Fashion","2023-11-27 10:50:48.000","GB","1","Negative","en"
"REV-846BD1E0","Beauty","2023-11-27 06:10:52.000","MO","1","Negative","en"
"REV-3BA66360","Sports","2023-11-27 03:42:10.000","GB","1","Negative","en"
"REV-6BA0E23A","Home & Living","2023-12-09 15:50:25.000","CA","2","Negative","en"
"REV-55D1A1A6","Sports","2023-11-26 20:14:00.000","CA","1","Negative","en"
"REV-A7C7C724","Fashion","2023-11-26 19:32:06.000","US","1","Negative","en"
